농약명(한글),농약명(영어),식품명,잔류허용기준(mg/kg),max_residue_limit,condition_code
인피르플룩삼,Inpyrfluxam,딸기,3,3,
인피르플룩삼,Inpyrfluxam,수박,0.2,0.2,
인피르플룩삼,Inpyrfluxam,쌀,0.1,0.1,
인피르플룩삼,Inpyrfluxam,오이,0.5,0.5,
인피르플룩삼,Inpyrfluxam,참외,0.3,0.3,
인피르플룩삼,Inpyrfluxam,토마토,2,2,
인피르플룩삼,Inpyrfluxam,포도,5,5,
인피르플룩삼,Inpyrfluxam,피망,3,3,
족사마이드,Zoxamide,감자,0.2,0.2,
족사마이드,Zoxamide,고추,0.3,0.3,
족사마이드,Zoxamide,멜론,0.5,0.5,
족사마이드,Zoxamide,무화과,0.5,0.5,
족사마이드,Zoxamide,바나나,0.04†,0.04,†
족사마이드,Zoxamide,배,0.5,0.5,
족사마이드,Zoxamide,배추,1,1,
족사마이드,Zoxamide,배추(건조),15,15,
족사마이드,Zoxamide,부추,3,3,
족사마이드,Zoxamide,수박,0.05,0.05,
족사마이드,Zoxamide,양파,0.7†,0.7,†
족사마이드,Zoxamide,엇갈이배추,3,3,
족사마이드,Zoxamide,오이,0.5,0.5,
족사마이드,Zoxamide,참외,0.5,0.5,
족사마이드,Zoxamide,토마토,2,2,
족사마이드,Zoxamide,포도,3,3,
족사마이드,Zoxamide,피망,0.3,0.3,
카두사포스,Cadusafos,가지,0.05,0.05,
카두사포스,Cadusafos,감자,0.02,0.02,
카두사포스,Cadusafos,갯기름나물,0.05,0.05,
카두사포스,Cadusafos,건삼,0.2,0.2,
카두사포스,Cadusafos,고구마,0.05,0.05,
카두사포스,Cadusafos,고구마줄기,0.05,0.05,
카두사포스,Cadusafos,고추,0.05,0.05,
카두사포스,Cadusafos,당근,0.05,0.05,
카두사포스,Cadusafos,대두,0.05,0.05,
카두사포스,Cadusafos,더덕,0.05,0.05,
카두사포스,Cadusafos,도라지,0.05,0.05,
카두사포스,Cadusafos,들깨,0.05,0.05,
카두사포스,Cadusafos,들깻잎,0.05,0.05,
카두사포스,Cadusafos,딸기,0.07,0.07,
카두사포스,Cadusafos,땅콩,0.05,0.05,
카두사포스,Cadusafos,마,0.05,0.05,
카두사포스,Cadusafos,마(건조),0.05,0.05,
카두사포스,Cadusafos,마늘,0.05,0.05,
카두사포스,Cadusafos,머위,0.05,0.05,
카두사포스,Cadusafos,멜론,0.05,0.05,
카두사포스,Cadusafos,무(뿌리),0.05,0.05,
카두사포스,Cadusafos,무(잎),0.05,0.05,
카두사포스,Cadusafos,미나리,3,3,
카두사포스,Cadusafos,배추,0.05,0.05,
카두사포스,Cadusafos,복분자,0.05,0.05,
카두사포스,Cadusafos,부추,0.5,0.5,
카두사포스,Cadusafos,브로콜리,0.05,0.05,
카두사포스,Cadusafos,블루베리,0.05,0.05,
카두사포스,Cadusafos,비름나물,0.05,0.05,
카두사포스,Cadusafos,비트(뿌리),0.05,0.05,
카두사포스,Cadusafos,비트(잎),0.05,0.05,
카두사포스,Cadusafos,살구,0.05,0.05,
카두사포스,Cadusafos,상추,0.1,0.1,
카두사포스,Cadusafos,생강,0.05,0.05,
카두사포스,Cadusafos,셀러리,0.05,0.05,
카두사포스,Cadusafos,수박,0.01,0.01,
카두사포스,Cadusafos,수삼,0.05,0.05,
카두사포스,Cadusafos,순무,0.05,0.05,
카두사포스,Cadusafos,시금치,0.05,0.05,
카두사포스,Cadusafos,쑥갓,0.5,0.5,
카두사포스,Cadusafos,아로니아,0.05,0.05,
카두사포스,Cadusafos,양배추,0.05,0.05,
카두사포스,Cadusafos,양상추,0.1,0.1,
카두사포스,Cadusafos,양파,0.05,0.05,
카두사포스,Cadusafos,엇갈이배추,0.05,0.05,
카두사포스,Cadusafos,열대과일류,0.01†,0.01,†
카두사포스,Cadusafos,오미자,0.05,0.05,
카두사포스,Cadusafos,오미자(건조),0.05,0.05,
카두사포스,Cadusafos,오이,0.05,0.05,
카두사포스,Cadusafos,옥수수,0.03,0.03,
카두사포스,Cadusafos,우엉,0.05,0.05,
카두사포스,Cadusafos,우엉잎,0.05,0.05,
카두사포스,Cadusafos,인삼농축액,0.1,0.1,
카두사포스,Cadusafos,자두,0.05,0.05,
카두사포스,Cadusafos,차즈기(잎),0.2,0.2,
카두사포스,Cadusafos,참깨,0.01,0.01,
카두사포스,Cadusafos,참나물,0.1,0.1,
카두사포스,Cadusafos,참외,0.01,0.01,
카두사포스,Cadusafos,취나물,0.2,0.2,
카두사포스,Cadusafos,케일,0.05,0.05,
카두사포스,Cadusafos,콜라비,0.05,0.05,
카두사포스,Cadusafos,키위,0.02,0.02,
카두사포스,Cadusafos,토마토,0.05,0.05,
카두사포스,Cadusafos,파,0.02,0.02,
카두사포스,Cadusafos,풋마늘,0.05,0.05,
카두사포스,Cadusafos,풋콩,0.05,0.05,
카두사포스,Cadusafos,피망,0.05,0.05,
카두사포스,Cadusafos,호박,0.05,0.05,
카두사포스,Cadusafos,호박잎,0.05,0.05,
카두사포스,Cadusafos,홍삼,0.05,0.05,
카두사포스,Cadusafos,홍삼농축액,0.1,0.1,
카바릴,Carbaryl,가금류고기,0.5,0.5,
카바릴,Carbaryl,가금류피부,5,5,
카바릴,Carbaryl,감자,0.05,0.05,
카바릴,Carbaryl,고추,0.4†,0.4,†
카바릴,Carbaryl,대두,1.0T,1,T
카바릴,Carbaryl,돼지고기,0.2,0.2,
카바릴,Carbaryl,두리안,30†,30,†
카바릴,Carbaryl,마늘,0.05,0.05,
카바릴,Carbaryl,망고,3.0†,3,†
카바릴,Carbaryl,무(뿌리),0.3,0.3,
카바릴,Carbaryl,무(잎),5,5,
카바릴,Carbaryl,밀,2.0†,2,†
카바릴,Carbaryl,부추,30,30,
카바릴,Carbaryl,사과,1,1,
카바릴,Carbaryl,소고기,0.2,0.2,
카바릴,Carbaryl,알,0.5,0.5,
카바릴,Carbaryl,양고기,0.2,0.2,
카바릴,Carbaryl,양파,0.05,0.05,
카바릴,Carbaryl,염소고기,0.2,0.2,
카바릴,Carbaryl,오렌지,7.0†,7,†
카바릴,Carbaryl,용안,20†,20,†
카바릴,Carbaryl,유,0.1,0.1,
카바릴,Carbaryl,유가공품,0.1,0.1,
카바릴,Carbaryl,체리,10†,10,†
카바릴,Carbaryl,크랜베리,3.0†,3,†
카바릴,Carbaryl,풋마늘,0.05,0.05,
카바릴,Carbaryl,향신열매,0.05,0.05,
카바릴,Carbaryl,호두,0.5T,0.5,T
카벤다짐,Carbendazim,가금류고기,0.1,0.1,
카벤다짐,Carbendazim,가지,7,7,
카벤다짐,Carbendazim,감귤,5,5,
카벤다짐,Carbendazim,감자,0.03,0.03,
카벤다짐,Carbendazim,갓,30,30,
카벤다짐,Carbendazim,강낭콩,0.2,0.2,
카벤다짐,Carbendazim,갯개미자리,25,25,
카벤다짐,Carbendazim,갯기름나물,30,30,
카벤다짐,Carbendazim,건삼,0.5,0.5,
카벤다짐,Carbendazim,겨자채,30,30,
카벤다짐,Carbendazim,견과류,0.05†,0.05,†
카벤다짐,Carbendazim,결명자,0.05,0.05,
카벤다짐,Carbendazim,고구마,0.05,0.05,
카벤다짐,Carbendazim,고구마줄기,0.05,0.05,
카벤다짐,Carbendazim,고려엉겅퀴,30,30,
카벤다짐,Carbendazim,고추,5,5,
카벤다짐,Carbendazim,고추(건조),15,15,
카벤다짐,Carbendazim,고추냉이(잎),0.7,0.7,
카벤다짐,Carbendazim,곤달비,30,30,
카벤다짐,Carbendazim,구기자,2,2,
카벤다짐,Carbendazim,구기자(건조),2,2,
카벤다짐,Carbendazim,근대,30,30,
카벤다짐,Carbendazim,녹두,0.2,0.2,
카벤다짐,Carbendazim,녹차추출물,5,5,
카벤다짐,Carbendazim,느타리버섯,1,1,
카벤다짐,Carbendazim,다채,30,30,
카벤다짐,Carbendazim,달래,15,15,
카벤다짐,Carbendazim,당근,0.2,0.2,
카벤다짐,Carbendazim,대두,0.2,0.2,
카벤다짐,Carbendazim,대추,5,5,
카벤다짐,Carbendazim,더덕,0.05,0.05,
카벤다짐,Carbendazim,도라지,0.05,0.05,
카벤다짐,Carbendazim,돌나물,10,10,
카벤다짐,Carbendazim,돼지고기,0.01,0.01,
카벤다짐,Carbendazim,들깨,0.7,0.7,
카벤다짐,Carbendazim,들깻잎,30,30,
카벤다짐,Carbendazim,딸기,2,2,
카벤다짐,Carbendazim,땅콩,0.1,0.1,
카벤다짐,Carbendazim,레몬,0.7†,0.7,†
카벤다짐,Carbendazim,마,0.05,0.05,
카벤다짐,Carbendazim,마(건조),0.05,0.05,
카벤다짐,Carbendazim,마늘,0.2,0.2,
카벤다짐,Carbendazim,망고,10,10,
카벤다짐,Carbendazim,매실,0.3,0.3,
카벤다짐,Carbendazim,머위,30,30,
카벤다짐,Carbendazim,멜론,1,1,
카벤다짐,Carbendazim,면실,0.2†,0.2,†
카벤다짐,Carbendazim,모과,2,2,
카벤다짐,Carbendazim,무화과,0.7,0.7,
카벤다짐,Carbendazim,미나리,7,7,
카벤다짐,Carbendazim,밀,0.05†,0.05,†
카벤다짐,Carbendazim,바나나,0.2†,0.2,†
카벤다짐,Carbendazim,배추,0.7,0.7,
카벤다짐,Carbendazim,보리,0.3,0.3,
카벤다짐,Carbendazim,복분자,2,2,
카벤다짐,Carbendazim,복숭아,2,2,
카벤다짐,Carbendazim,부추,10,10,
카벤다짐,Carbendazim,브로콜리,5,5,
카벤다짐,Carbendazim,블루베리,0.2,0.2,
카벤다짐,Carbendazim,비름나물,25,25,
카벤다짐,Carbendazim,비트(뿌리),1,1,
카벤다짐,Carbendazim,비트(잎),30,30,
카벤다짐,Carbendazim,뽕(잎),10,10,
카벤다짐,Carbendazim,산마늘잎,30,30,
카벤다짐,Carbendazim,산수유,3,3,
카벤다짐,Carbendazim,산수유(건조),15,15,
카벤다짐,Carbendazim,살구,3,3,
카벤다짐,Carbendazim,상추,20,20,
카벤다짐,Carbendazim,상황버섯,0.5,0.5,
카벤다짐,Carbendazim,생강,0.05,0.05,
카벤다짐,Carbendazim,셀러리,10,10,
카벤다짐,Carbendazim,소고기,0.1,0.1,
카벤다짐,Carbendazim,수박,1,1,
카벤다짐,Carbendazim,수삼,0.2,0.2,
카벤다짐,Carbendazim,수수,0.05,0.05,
카벤다짐,Carbendazim,시금치,30,30,
카벤다짐,Carbendazim,신선초,30,30,
카벤다짐,Carbendazim,쌀,0.5,0.5,
카벤다짐,Carbendazim,쑥,30,30,
카벤다짐,Carbendazim,쑥갓,10,10,
카벤다짐,Carbendazim,아로니아,3,3,
카벤다짐,Carbendazim,아스파라거스,0.7,0.7,
카벤다짐,Carbendazim,아욱,30,30,
카벤다짐,Carbendazim,알,0.1,0.1,
카벤다짐,Carbendazim,알로에,5,5,
카벤다짐,Carbendazim,양고기,0.1,0.1,
카벤다짐,Carbendazim,양배추,1,1,
카벤다짐,Carbendazim,양상추,20,20,
카벤다짐,Carbendazim,양송이버섯,0.7,0.7,
카벤다짐,Carbendazim,양파,0.05,0.05,
카벤다짐,Carbendazim,엇갈이배추,2,2,
카벤다짐,Carbendazim,영지버섯,0.7,0.7,
카벤다짐,Carbendazim,오디,5,5,
카벤다짐,Carbendazim,오렌지,7,7,
카벤다짐,Carbendazim,오미자,1.5,1.5,
카벤다짐,Carbendazim,오미자(건조),10,10,
카벤다짐,Carbendazim,오이,1,1,
카벤다짐,Carbendazim,옥수수,0.5,0.5,
카벤다짐,Carbendazim,유,0.1,0.1,
카벤다짐,Carbendazim,유자,3,3,
카벤다짐,Carbendazim,유채,15,15,
카벤다짐,Carbendazim,유채씨,0.5,0.5,
카벤다짐,Carbendazim,인과류,3,3,
카벤다짐,Carbendazim,인삼농축액,2,2,
카벤다짐,Carbendazim,자두,0.5,0.5,
카벤다짐,Carbendazim,조,0.7,0.7,
카벤다짐,Carbendazim,차,2,2,
카벤다짐,Carbendazim,참깨,0.5,0.5,
카벤다짐,Carbendazim,참나물,2,2,
카벤다짐,Carbendazim,참외,1,1,
카벤다짐,Carbendazim,체리,15†,15,†
카벤다짐,Carbendazim,취나물,20,20,
카벤다짐,Carbendazim,커피원두,0.03†,0.03,†
카벤다짐,Carbendazim,케일,50,50,
카벤다짐,Carbendazim,콜라비,0.05,0.05,
카벤다짐,Carbendazim,키위,3,3,
카벤다짐,Carbendazim,토마토,2,2,
카벤다짐,Carbendazim,파,5,5,
카벤다짐,Carbendazim,파슬리,25,25,
카벤다짐,Carbendazim,파파야,15,15,
카벤다짐,Carbendazim,팥,0.3,0.3,
카벤다짐,Carbendazim,포도,3,3,
카벤다짐,Carbendazim,표고버섯,1,1,
카벤다짐,Carbendazim,풋마늘,1,1,
카벤다짐,Carbendazim,풋콩,0.2,0.2,
카벤다짐,Carbendazim,피망,5,5,
카벤다짐,Carbendazim,하늘마,2,2,
카벤다짐,Carbendazim,해바라기씨,1,1,
카벤다짐,Carbendazim,향신씨,5.0†,5,†
카벤다짐,Carbendazim,향신열매,0.1†,0.1,†
카벤다짐,Carbendazim,허브류(생),30,30,
카벤다짐,Carbendazim,호박,0.5,0.5,
카벤다짐,Carbendazim,호박잎,20,20,
카벤다짐,Carbendazim,홍삼,0.5,0.5,
카벤다짐,Carbendazim,홍삼농축액,2,2,
카벤다짐,Carbendazim,홍화씨,0.3,0.3,
카보퓨란,Carbofuran,가지,0.03,0.03,
카보퓨란,Carbofuran,감귤,0.5,0.5,
카보퓨란,Carbofuran,감자,0.05,0.05,
카보퓨란,Carbofuran,갓,0.03,0.03,
카보퓨란,Carbofuran,건삼,0.05,0.05,
카보퓨란,Carbofuran,건포도,0.5,0.5,
카보퓨란,Carbofuran,겨자채,0.05,0.05,
카보퓨란,Carbofuran,고구마,0.02,0.02,
카보퓨란,Carbofuran,고구마줄기,0.02,0.02,
카보퓨란,Carbofuran,고추,0.05,0.05,
카보퓨란,Carbofuran,고춧잎,0.03,0.03,
카보퓨란,Carbofuran,당근,0.05,0.05,
카보퓨란,Carbofuran,대두,0.05,0.05,
카보퓨란,Carbofuran,돼지고기,0.05,0.05,
카보퓨란,Carbofuran,돼지부산물,0.05,0.05,
카보퓨란,Carbofuran,돼지지방,0.05,0.05,
카보퓨란,Carbofuran,들깻잎,0.05,0.05,
카보퓨란,Carbofuran,딸기,0.03,0.03,
카보퓨란,Carbofuran,땅콩,0.05,0.05,
카보퓨란,Carbofuran,마,0.05,0.05,
카보퓨란,Carbofuran,마늘,0.1,0.1,
카보퓨란,Carbofuran,말고기,0.05,0.05,
카보퓨란,Carbofuran,말부산물,0.05,0.05,
카보퓨란,Carbofuran,말지방,0.05,0.05,
카보퓨란,Carbofuran,망고스틴,2.0†,2,†
카보퓨란,Carbofuran,멜론,0.05,0.05,
카보퓨란,Carbofuran,무(뿌리),0.03,0.03,
카보퓨란,Carbofuran,무(잎),0.03,0.03,
카보퓨란,Carbofuran,바나나,0.01†,0.01,†
카보퓨란,Carbofuran,밤,0.05,0.05,
카보퓨란,Carbofuran,배,0.2,0.2,
카보퓨란,Carbofuran,배추,0.05,0.05,
카보퓨란,Carbofuran,복숭아,0.05,0.05,
카보퓨란,Carbofuran,사과,0.2,0.2,
카보퓨란,Carbofuran,사슴고기,0.05,0.05,
카보퓨란,Carbofuran,생강,0.03,0.03,
카보퓨란,Carbofuran,소고기,0.05,0.05,
카보퓨란,Carbofuran,소부산물,0.05,0.05,
카보퓨란,Carbofuran,소지방,0.05,0.05,
카보퓨란,Carbofuran,수박,0.05,0.05,
카보퓨란,Carbofuran,수삼,0.05,0.05,
카보퓨란,Carbofuran,수수,0.05,0.05,
카보퓨란,Carbofuran,쌀,0.02,0.02,
카보퓨란,Carbofuran,양고기,0.05,0.05,
카보퓨란,Carbofuran,양배추,0.03,0.03,
카보퓨란,Carbofuran,양부산물,0.05,0.05,
카보퓨란,Carbofuran,양지방,0.05,0.05,
카보퓨란,Carbofuran,양파,0.05,0.05,
카보퓨란,Carbofuran,엇갈이배추,0.05,0.05,
카보퓨란,Carbofuran,염소고기,0.05,0.05,
카보퓨란,Carbofuran,염소부산물,0.05,0.05,
카보퓨란,Carbofuran,염소지방,0.05,0.05,
카보퓨란,Carbofuran,오이,0.05,0.05,
카보퓨란,Carbofuran,옥수수,0.05,0.05,
카보퓨란,Carbofuran,유,0.02,0.02,
카보퓨란,Carbofuran,인삼농축액,0.7,0.7,
카보퓨란,Carbofuran,참깨,0.03,0.03,
카보퓨란,Carbofuran,참외,0.05,0.05,
카보퓨란,Carbofuran,커피원두,0.1†,0.1,†
카보퓨란,Carbofuran,콜라비,0.03,0.03,
카보퓨란,Carbofuran,토마토,0.05,0.05,
카보퓨란,Carbofuran,파,0.05,0.05,
카보퓨란,Carbofuran,포도,0.05,0.05,
카보퓨란,Carbofuran,풋마늘,0.05,0.05,
카보퓨란,Carbofuran,풋콩,0.05,0.05,
카보퓨란,Carbofuran,피망,0.05,0.05,
카보퓨란,Carbofuran,향신씨,0.05,0.05,
카보퓨란,Carbofuran,향신열매,0.05,0.05,
카보퓨란,Carbofuran,호박,0.03,0.03,
카보퓨란,Carbofuran,호박잎,0.03,0.03,
카보퓨란,Carbofuran,홍삼,0.2,0.2,
카보퓨란,Carbofuran,홍삼농축액,0.3,0.3,
카복신,Carboxin,밀,0.05,0.05,
카복신,Carboxin,보리,0.2,0.2,
카복신,Carboxin,쌀,0.05,0.05,
카탑,Cartap,가금류고기,0.01,0.01,
카탑,Cartap,가지,0.05,0.05,
카탑,Cartap,감,1,1,
카탑,Cartap,감귤,1,1,
카탑,Cartap,감자,0.05,0.05,
카탑,Cartap,갓,0.1,0.1,
카탑,Cartap,강낭콩,0.05,0.05,
카탑,Cartap,겨자채,1.5,1.5,
카탑,Cartap,고추,0.3,0.3,
카탑,Cartap,고춧잎,0.7,0.7,
카탑,Cartap,근대,1.5,1.5,
카탑,Cartap,냉이,1.5,1.5,
카탑,Cartap,녹두,0.05,0.05,
카탑,Cartap,다채,1.5,1.5,
카탑,Cartap,달래,0.5,0.5,
카탑,Cartap,당근,0.05,0.05,
카탑,Cartap,대두,0.05,0.05,
카탑,Cartap,동부,0.05,0.05,
카탑,Cartap,들깨,0.03,0.03,
카탑,Cartap,들깻잎,0.7,0.7,
카탑,Cartap,마늘,0.05,0.05,
카탑,Cartap,멜론,0.2,0.2,
카탑,Cartap,무(뿌리),1,1,
카탑,Cartap,무(잎),10,10,
카탑,Cartap,배,0.3,0.3,
카탑,Cartap,배추,2,2,
카탑,Cartap,부추,1.5,1.5,
카탑,Cartap,브로콜리,0.3,0.3,
카탑,Cartap,비름나물,1.5,1.5,
카탑,Cartap,비트(뿌리),0.1,0.1,
카탑,Cartap,비트(잎),5,5,
카탑,Cartap,비파,0.7,0.7,
카탑,Cartap,상추,5,5,
카탑,Cartap,생강,0.07,0.07,
카탑,Cartap,셀러리,5,5,
카탑,Cartap,수박,0.05,0.05,
카탑,Cartap,시금치,2,2,
카탑,Cartap,쌀,0.1,0.1,
카탑,Cartap,쑥갓,1.5,1.5,
카탑,Cartap,알,0.01,0.01,
카탑,Cartap,양배추,2,2,
카탑,Cartap,양상추,5,5,
카탑,Cartap,양파,0.05,0.05,
카탑,Cartap,엇갈이배추,2,2,
카탑,Cartap,오이,0.07,0.07,
카탑,Cartap,완두,0.05,0.05,
카탑,Cartap,참나물,1.5,1.5,
카탑,Cartap,참외,0.2,0.2,
카탑,Cartap,청경채,1.5,1.5,
카탑,Cartap,치커리,1.5,1.5,
카탑,Cartap,키위,3,3,
카탑,Cartap,토마토,1,1,
카탑,Cartap,파,2,2,
카탑,Cartap,팥,0.05,0.05,
카탑,Cartap,풋마늘,0.05,0.05,
카탑,Cartap,풋콩,2,2,
카탑,Cartap,피망,0.3,0.3,
카탑,Cartap,호박,0.3,0.3,
카탑,Cartap,호박잎,7,7,
카펜스트롤,Cafenstrole,쌀,0.05,0.05,
카펜트라존에틸,Carfentrazone-ethyl,면실,0.15†,0.15,†
카펜트라존에틸,Carfentrazone-ethyl,밀,0.05†,0.05,†
카펜트라존에틸,Carfentrazone-ethyl,사과,0.1,0.1,
카펜트라존에틸,Carfentrazone-ethyl,수수,0.15†,0.15,†
카펜트라존에틸,Carfentrazone-ethyl,쌀,0.1,0.1,
카프로파마이드,Carpropamide,쌀,1,1,
캡탄,Captan,감,0.7,0.7,
캡탄,Captan,감귤,0.5,0.5,
캡탄,Captan,감자,0.05,0.05,
캡탄,Captan,건삼,0.2,0.2,
캡탄,Captan,건포도,5,5,
캡탄,Captan,고추,5,5,
캡탄,Captan,귀리,0.05,0.05,
캡탄,Captan,당근,0.05,0.05,
캡탄,Captan,대두,2.0T,2,T
캡탄,Captan,대추,3,3,
캡탄,Captan,대추(건조),6,6,
캡탄,Captan,딸기,5,5,
캡탄,Captan,마늘,5,5,
캡탄,Captan,매실,15,15,
캡탄,Captan,밀,5,5,
캡탄,Captan,배,3,3,
캡탄,Captan,배추,3,3,
캡탄,Captan,보리,0.05,0.05,
캡탄,Captan,복분자,5,5,
캡탄,Captan,복숭아,5,5,
캡탄,Captan,블루베리,20†,20,†
캡탄,Captan,사과,5,5,
캡탄,Captan,살구,1,1,
캡탄,Captan,수박,2,2,
캡탄,Captan,수삼,0.1,0.1,
캡탄,Captan,아로니아,10,10,
캡탄,Captan,아몬드,0.2†,0.2,†
캡탄,Captan,양파,0.05,0.05,
캡탄,Captan,엇갈이배추,20,20,
캡탄,Captan,오디,10,10,
캡탄,Captan,오렌지,1.5,1.5,
캡탄,Captan,자두,5,5,
캡탄,Captan,참외,2,2,
캡탄,Captan,체리,3,3,
캡탄,Captan,토마토,5,5,
캡탄,Captan,포도,5,5,
캡탄,Captan,풋마늘,7,7,
캡탄,Captan,피망,10,10,
퀴노클라민,Quinoclamine,쌀,0.05,0.05,
퀴녹시펜,Quinoxyfen,가금류고기,0.02f,0.02,f
퀴녹시펜,Quinoxyfen,가금류부산물,0.01,0.01,
퀴녹시펜,Quinoxyfen,알,0.01,0.01,
퀴녹시펜,Quinoxyfen,유,0.01,0.01,
퀴녹시펜,Quinoxyfen,체리,0.4†,0.4,†
퀴녹시펜,Quinoxyfen,포도,2.0†,2,†
퀴녹시펜,Quinoxyfen,포유류고기,0.2f,0.2,f
퀴녹시펜,Quinoxyfen,포유류부산물,0.01,0.01,
퀴녹시펜,Quinoxyfen,호프,2.0†,2,†
퀴잘로포프에틸,Quizalofop-ethyl,두류,0.05†,0.05,†
퀴잘로포프에틸,Quizalofop-ethyl,면실,0.06†,0.06,†
퀴잘로포프에틸,Quizalofop-ethyl,밀,0.05†,0.05,†
퀴잘로포프에틸,Quizalofop-ethyl,유채씨,1.5†,1.5,†
퀸클로락,Quinclorac,쌀,10†,10,†
퀸클로락,Quinclorac,유채씨,1.5†,1.5,†
퀸클로락,Quinclorac,크랜베리,1.5†,1.5,†
퀸토젠,Quintozene,닭고기,0.1,0.1,
퀸토젠,Quintozene,닭부산물,0.1,0.1,
퀸토젠,Quintozene,알,0.03,0.03,
크레속심메틸,Kresoxim-methyl,가금류고기,0.05,0.05,
크레속심메틸,Kresoxim-methyl,가지,0.3,0.3,
크레속심메틸,Kresoxim-methyl,감귤,2,2,
크레속심메틸,Kresoxim-methyl,건삼,1,1,
크레속심메틸,Kresoxim-methyl,고구마,0.03,0.03,
크레속심메틸,Kresoxim-methyl,고추,2,2,
크레속심메틸,Kresoxim-methyl,고추(건조),10,10,
크레속심메틸,Kresoxim-methyl,고추냉이(뿌리),0.03,0.03,
크레속심메틸,Kresoxim-methyl,구기자(건조),0.7,0.7,
크레속심메틸,Kresoxim-methyl,당근,0.05,0.05,
크레속심메틸,Kresoxim-methyl,대두,0.1,0.1,
크레속심메틸,Kresoxim-methyl,대추,2,2,
크레속심메틸,Kresoxim-methyl,대추(건조),2,2,
크레속심메틸,Kresoxim-methyl,더덕,0.05,0.05,
크레속심메틸,Kresoxim-methyl,돼지감자,0.1,0.1,
크레속심메틸,Kresoxim-methyl,두릅,10,10,
크레속심메틸,Kresoxim-methyl,둥굴레(뿌리),0.05,0.05,
크레속심메틸,Kresoxim-methyl,"둥굴레(뿌리, 건조)",0.05,0.05,
크레속심메틸,Kresoxim-methyl,들깻잎,30,30,
크레속심메틸,Kresoxim-methyl,딸기,2,2,
크레속심메틸,Kresoxim-methyl,땅콩,0.03,0.03,
크레속심메틸,Kresoxim-methyl,로즈마리(생),7,7,
크레속심메틸,Kresoxim-methyl,마늘,0.3,0.3,
크레속심메틸,Kresoxim-methyl,망고,1.5,1.5,
크레속심메틸,Kresoxim-methyl,매실,2,2,
크레속심메틸,Kresoxim-methyl,멜론,1,1,
크레속심메틸,Kresoxim-methyl,무화과,3,3,
크레속심메틸,Kresoxim-methyl,미나리,1,1,
